* Measurement data measured by REW V5.20.13
* Source: Vector average
* Format: Vector average
* Dated: 21.3.2023 15:30:26
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: MM1 SPL
* Measurement: MM1 AVG
* Smoothing: 1/6 octave
* Frequency Step: 0.36621097 Hz
* Start Frequency: 2.1972656 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
344.970731	62.516	10.3295
345.336942	62.485	9.8340
345.703153	62.454	9.3506
346.069364	62.422	8.8794
346.435575	62.388	8.4203
346.801786	62.354	7.9733
347.167997	62.319	7.5383
347.534208	62.283	7.1154
347.900419	62.246	6.7045
348.266630	62.208	6.3055
348.632841	62.169	5.9185
348.999052	62.130	5.5433
349.365263	62.090	5.1801
349.731474	62.049	4.8285
350.097685	62.008	4.4886
350.463896	61.965	4.1604
350.830106	61.923	3.8439
351.196317	61.879	3.5388
351.562528	61.835	3.2454
351.928739	61.790	2.9631
352.294950	61.745	2.6924
352.661161	61.700	2.4327
353.027372	61.654	2.1843
353.393583	61.607	1.9470
353.759794	61.560	1.7206
354.126005	61.513	1.5052
354.492216	61.465	1.3005
354.858427	61.417	1.1066
355.224638	61.369	0.9232
355.590849	61.320	0.7504
355.957060	61.271	0.5879
356.323271	61.222	0.4357
356.689482	61.173	0.2936
357.055693	61.124	0.1615
357.421904	61.075	0.0393
357.788115	61.025	-0.0732
358.154326	60.976	-0.1761
358.520537	60.926	-0.2697
358.886748	60.877	-0.3539
359.252959	60.828	-0.4290
359.619170	60.778	-0.4950
359.985381	60.729	-0.5522
360.351592	60.681	-0.6010
360.717803	60.632	-0.6411
361.084014	60.584	-0.6730
361.450225	60.536	-0.6967
361.816436	60.488	-0.7125
362.182646	60.440	-0.7206
362.548857	60.393	-0.7211
362.915068	60.347	-0.7142
363.281279	60.301	-0.7001
363.647490	60.255	-0.6790
364.013701	60.210	-0.6510
364.379912	60.165	-0.6165
364.746123	60.121	-0.5754
365.112334	60.078	-0.5281
365.478545	60.035	-0.4746
365.844756	59.993	-0.4152
366.210967	59.951	-0.3501
366.577178	59.910	-0.2794
366.943389	59.870	-0.2032
367.309600	59.831	-0.1218
367.675811	59.792	-0.0354
368.042022	59.754	0.0562
368.408233	59.717	0.1523
368.774444	59.681	0.2533
369.140655	59.645	0.3586
369.506866	59.610	0.4685
369.873077	59.576	0.5826
370.239288	59.543	0.7010
370.605499	59.510	0.8234
370.971710	59.479	0.9497
371.337921	59.448	1.0800
371.704132	59.418	1.2141
372.070343	59.389	1.3519
372.436554	59.360	1.4934
372.802765	59.333	1.6384
373.168976	59.306	1.7871
373.535186	59.280	1.9393
373.901397	59.255	2.0950
374.267608	59.231	2.2540
374.633819	59.207	2.4165
375.000030	59.185	2.5825
375.366241	59.163	2.7517
375.732452	59.142	2.9243
376.098663	59.122	3.1003
376.464874	59.102	3.2797
376.831085	59.083	3.4622
377.197296	59.065	3.6481
377.563507	59.048	3.8372
377.929718	59.032	4.0295
378.295929	59.016	4.2251
378.662140	59.002	4.4238
379.028351	58.988	4.6257
379.394562	58.975	4.8307
379.760773	58.962	5.0387
380.126984	58.950	5.2496
380.493195	58.940	5.4635
380.859406	58.930	5.6802
381.225617	58.920	5.8997
381.591828	58.912	6.1217
381.958039	58.904	6.3464
382.324250	58.897	6.5735
382.690461	58.891	6.8030
383.056672	58.886	7.0345
383.422883	58.881	7.2683
383.789094	58.877	7.5039
384.155305	58.874	7.7413
384.521515	58.872	7.9803
384.887726	58.870	8.2208
385.253937	58.870	8.4626
385.620148	58.869	8.7056
385.986359	58.870	8.9493
386.352570	58.872	9.1940
386.718781	58.874	9.4392
387.084992	58.877	9.6849
387.451203	58.880	9.9309
387.817414	58.884	10.1769
388.183625	58.889	10.4229
388.549836	58.895	10.6685
388.916047	58.901	10.9137
389.282258	58.908	11.1584
389.648469	58.915	11.4023
390.014680	58.923	11.6453
390.380891	58.932	11.8872
390.747102	58.941	12.1279
391.113313	58.950	12.3673
391.479524	58.961	12.6052
391.845735	58.971	12.8414
392.211946	58.983	13.0760
392.578157	58.994	13.3086
392.944368	59.006	13.5393
393.310579	59.019	13.7678
393.676790	59.032	13.9941
394.043001	59.045	14.2180
394.409212	59.059	14.4396
394.775423	59.074	14.6584
395.141634	59.088	14.8746
395.507845	59.103	15.0880
395.874055	59.118	15.2985
396.240266	59.134	15.5060
396.606477	59.150	15.7102
396.972688	59.166	15.9111
397.338899	59.183	16.1086
397.705110	59.200	16.3026
398.071321	59.217	16.4928
398.437532	59.235	16.6792
398.803743	59.252	16.8617
399.169954	59.270	17.0400
399.536165	59.288	17.2140
399.902376	59.307	17.3835
400.268587	59.325	17.5486
400.634798	59.344	17.7087
401.001009	59.363	17.8640
401.367220	59.382	18.0142
401.733431	59.402	18.1591
402.099642	59.421	18.2985
402.465853	59.441	18.4324
402.832064	59.461	18.5604
403.198275	59.480	18.6826
403.564486	59.500	18.7986
403.930697	59.520	18.9083
404.296908	59.540	19.0117
404.663119	59.560	19.1086
405.029330	59.580	19.1989
405.395541	59.600	19.2822
405.761752	59.620	19.3586
406.127963	59.640	19.4281
406.494174	59.660	19.4905
406.860384	59.680	19.5457
407.226595	59.700	19.5935
407.592806	59.719	19.6342
407.959017	59.739	19.6674
408.325228	59.758	19.6932
408.691439	59.777	19.7117
409.057650	59.796	19.7227
409.423861	59.815	19.7263
409.790072	59.833	19.7227
410.156283	59.851	19.7117
410.522494	59.869	19.6934
410.888705	59.887	19.6678
411.254916	59.904	19.6354
411.621127	59.921	19.5958
411.987338	59.937	19.5493
412.353549	59.953	19.4962
412.719760	59.969	19.4364
413.085971	59.984	19.3701
413.452182	59.999	19.2975
413.818393	60.013	19.2188
414.184604	60.027	19.1342
414.550815	60.041	19.0437
414.917026	60.054	18.9478
415.283237	60.066	18.8464
415.649448	60.078	18.7400
416.015659	60.089	18.6288
416.381870	60.100	18.5128
416.748081	60.110	18.3926
417.114292	60.120	18.2681
417.480503	60.129	18.1398
417.846714	60.137	18.0078
418.212924	60.145	17.8724
418.579135	60.153	17.7341
418.945346	60.159	17.5929
419.311557	60.165	17.4492
419.677768	60.171	17.3033
420.043979	60.175	17.1555
420.410190	60.180	17.0060
420.776401	60.183	16.8551
421.142612	60.186	16.7031
421.508823	60.188	16.5504
421.875034	60.190	16.3972
422.241245	60.191	16.2438
422.607456	60.191	16.0905
422.973667	60.191	15.9375
423.339878	60.190	15.7853
423.706089	60.188	15.6339
424.072300	60.186	15.4838
424.438511	60.183	15.3352
424.804722	60.179	15.1884
425.170933	60.175	15.0436
425.537144	60.170	14.9010
425.903355	60.165	14.7610
426.269566	60.159	14.6239
426.635777	60.152	14.4897
427.001988	60.145	14.3589
427.368199	60.137	14.2314
427.734410	60.129	14.1078
428.100621	60.120	13.9879
428.466832	60.110	13.8723
428.833043	60.101	13.7609
429.199253	60.090	13.6539
429.565464	60.079	13.5515
429.931675	60.068	13.4540
430.297886	60.056	13.3613
430.664097	60.044	13.2737
431.030308	60.032	13.1912
431.396519	60.019	13.1139
431.762730	60.006	13.0420
432.128941	59.992	12.9755
432.495152	59.978	12.9144
432.861363	59.964	12.8588
433.227574	59.950	12.8088
433.593785	59.935	12.7643
433.959996	59.920	12.7253
434.326207	59.905	12.6919
434.692418	59.890	12.6639
435.058629	59.875	12.6415
435.424840	59.860	12.6244
435.791051	59.845	12.6127
436.157262	59.830	12.6062
436.523473	59.814	12.6050
436.889684	59.799	12.6086
437.255895	59.784	12.6173
437.622106	59.769	12.6307
437.988317	59.754	12.6488
438.354528	59.739	12.6714
438.720739	59.725	12.6982
439.086950	59.710	12.7294
439.453161	59.696	12.7643
439.819372	59.682	12.8031
440.185583	59.669	12.8453
440.551793	59.656	12.8910
440.918004	59.643	12.9398
441.284215	59.630	12.9915
441.650426	59.618	13.0459
442.016637	59.607	13.1027
442.382848	59.595	13.1616
442.749059	59.584	13.2227
443.115270	59.574	13.2854
443.481481	59.564	13.3496
443.847692	59.555	13.4150
444.213903	59.546	13.4814
444.580114	59.538	13.5487
444.946325	59.530	13.6165
445.312536	59.522	13.6844
445.678747	59.516	13.7526
446.044958	59.509	13.8204
446.411169	59.504	13.8879
446.777380	59.498	13.9548
447.143591	59.494	14.0209
447.509802	59.490	14.0858
447.876013	59.486	14.1495
448.242224	59.483	14.2119
448.608435	59.481	14.2725
448.974646	59.479	14.3313
449.340857	59.478	14.3881
449.707068	59.477	14.4427
450.073279	59.476	14.4951
450.439490	59.476	14.5449
450.805701	59.477	14.5922
451.171912	59.478	14.6366
451.538123	59.480	14.6781
451.904333	59.482	14.7167
452.270544	59.484	14.7522
452.636755	59.487	14.7844
453.002966	59.490	14.8135
453.369177	59.494	14.8390
453.735388	59.498	14.8612
454.101599	59.502	14.8798
454.467810	59.507	14.8949
454.834021	59.512	14.9062
455.200232	59.517	14.9141
455.566443	59.522	14.9181
455.932654	59.528	14.9185
456.298865	59.534	14.9150
456.665076	59.540	14.9078
457.031287	59.547	14.8970
457.397498	59.554	14.8822
457.763709	59.561	14.8638
458.129920	59.568	14.8416
458.496131	59.575	14.8157
458.862342	59.582	14.7860
459.228553	59.589	14.7527
459.594764	59.597	14.7157
459.960975	59.605	14.6752
460.327186	59.612	14.6310
460.693397	59.620	14.5834
461.059608	59.628	14.5322
461.425819	59.635	14.4775
461.792030	59.643	14.4197
462.158241	59.651	14.3583
462.524452	59.659	14.2937
462.890662	59.667	14.2260
463.256873	59.674	14.1550
463.623084	59.682	14.0809
463.989295	59.690	14.0039
464.355506	59.697	13.9238
464.721717	59.705	13.8409
465.087928	59.712	13.7551
465.454139	59.719	13.6666
465.820350	59.727	13.5753
466.186561	59.734	13.4814
466.552772	59.741	13.3850
466.918983	59.748	13.2861
467.285194	59.754	13.1848
467.651405	59.761	13.0811
468.017616	59.767	12.9751
468.383827	59.774	12.8669
468.750038	59.780	12.7566
469.116249	59.785	12.6442
469.482460	59.791	12.5298
469.848671	59.797	12.4135
470.214882	59.802	12.2953
470.581093	59.807	12.1753
470.947304	59.812	12.0536
471.313515	59.817	11.9302
471.679726	59.821	11.8053
472.045937	59.826	11.6788
472.412148	59.830	11.5509
472.778359	59.833	11.4218
473.144570	59.837	11.2911
473.510781	59.840	11.1594
473.876992	59.843	11.0265
474.243202	59.846	10.8926
474.609413	59.849	10.7576
474.975624	59.851	10.6216
475.341835	59.853	10.4849
475.708046	59.855	10.3473
476.074257	59.856	10.2089
476.440468	59.857	10.0699
476.806679	59.858	9.9303
477.172890	59.859	9.7903
477.539101	59.859	9.6497
477.905312	59.859	9.5088
478.271523	59.859	9.3674
478.637734	59.858	9.2260
479.003945	59.858	9.0842
479.370156	59.856	8.9424
479.736367	59.855	8.8005
480.102578	59.853	8.6586
480.468789	59.851	8.5167
480.835000	59.848	8.3751
481.201211	59.846	8.2336
481.567422	59.843	8.0924
481.933633	59.839	7.9514
482.299844	59.835	7.8109
482.666055	59.831	7.6709
483.032266	59.827	7.5314
483.398477	59.822	7.3925
483.764688	59.817	7.2542
484.130899	59.812	7.1166
484.497110	59.806	6.9797
484.863321	59.800	6.8439
485.229531	59.793	6.7087
485.595742	59.786	6.5747
485.961953	59.779	6.4415
486.328164	59.771	6.3096
486.694375	59.763	6.1788
487.060586	59.755	6.0492
487.426797	59.746	5.9210
487.793008	59.737	5.7941
488.159219	59.728	5.6686
488.525430	59.718	5.5446
488.891641	59.708	5.4221
489.257852	59.697	5.3014
489.624063	59.686	5.1823
489.990274	59.675	5.0649
490.356485	59.663	4.9493
490.722696	59.651	4.8358
491.088907	59.639	4.7241
491.455118	59.626	4.6145
491.821329	59.613	4.5070
492.187540	59.599	4.4016
492.553751	59.585	4.2985
492.919962	59.571	4.1976
493.286173	59.556	4.0991
493.652384	59.541	4.0031
494.018595	59.526	3.9095
494.384806	59.510	3.8185
494.751017	59.494	3.7300
495.117228	59.477	3.6442
495.483439	59.461	3.5612
495.849650	59.443	3.4808
496.215861	59.426	3.4033
496.582071	59.408	3.3287
496.948282	59.390	3.2570
497.314493	59.371	3.1882
497.680704	59.352	3.1226
498.046915	59.333	3.0599
498.413126	59.314	3.0004
498.779337	59.294	2.9440
499.145548	59.274	2.8907
499.511759	59.253	2.8408
499.877970	59.233	2.7941
500.244181	59.212	2.7506
500.610392	59.191	2.7104
500.976603	59.169	2.6737
501.342814	59.148	2.6403
501.709025	59.126	2.6102
502.075236	59.103	2.5837
502.441447	59.081	2.5605
502.807658	59.059	2.5408
503.173869	59.036	2.5245
503.540080	59.013	2.5118
503.906291	58.990	2.5026
504.272502	58.966	2.4967
504.638713	58.943	2.4944
505.004924	58.919	2.4956
505.371135	58.895	2.5004
505.737346	58.871	2.5085
506.103557	58.847	2.5203
506.469768	58.823	2.5355
506.835979	58.799	2.5542
507.202190	58.775	2.5763
507.568401	58.750	2.6018
507.934611	58.726	2.6309
508.300822	58.702	2.6632
508.667033	58.677	2.6990
509.033244	58.653	2.7382
509.399455	58.628	2.7806
509.765666	58.604	2.8264
510.131877	58.579	2.8754
510.498088	58.555	2.9276
510.864299	58.530	2.9830
511.230510	58.506	3.0415
511.596721	58.482	3.1031
511.962932	58.458	3.1678
512.329143	58.434	3.2355
512.695354	58.410	3.3060
513.061565	58.386	3.3795
513.427776	58.362	3.4559
513.793987	58.339	3.5350
514.160198	58.315	3.6168
514.526409	58.292	3.7013
514.892620	58.269	3.7883
515.258831	58.246	3.8778
515.625042	58.224	3.9698
515.991253	58.201	4.0642
516.357464	58.179	4.1609
516.723675	58.157	4.2599
517.089886	58.136	4.3610
517.456097	58.114	4.4641
517.822308	58.093	4.5692
518.188519	58.073	4.6764
518.554730	58.052	4.7853
518.920940	58.032	4.8960
519.287151	58.012	5.0084
519.653362	57.993	5.1224
520.019573	57.973	5.2380
520.385784	57.955	5.3551
520.751995	57.936	5.4734
521.118206	57.918	5.5930
521.484417	57.900	5.7139
521.850628	57.883	5.8358
522.216839	57.866	5.9589
522.583050	57.849	6.0828
522.949261	57.833	6.2076
523.315472	57.817	6.3333
523.681683	57.802	6.4595
524.047894	57.787	6.5864
524.414105	57.773	6.7140
524.780316	57.758	6.8419
525.146527	57.745	6.9703
525.512738	57.731	7.0990
525.878949	57.719	7.2279
526.245160	57.706	7.3571
526.611371	57.694	7.4862
526.977582	57.683	7.6155
527.343793	57.672	7.7448
527.710004	57.661	7.8738
528.076215	57.651	8.0027
528.442426	57.641	8.1315
528.808637	57.632	8.2599
529.174848	57.623	8.3878
529.541059	57.614	8.5155
529.907270	57.606	8.6427
530.273480	57.599	8.7693
530.639691	57.592	8.8954
531.005902	57.585	9.0208
531.372113	57.579	9.1455
531.738324	57.573	9.2694
532.104535	57.567	9.3927
532.470746	57.562	9.5150
532.836957	57.558	9.6366
533.203168	57.554	9.7572
533.569379	57.550	9.8770
533.935590	57.547	9.9956
534.301801	57.544	10.1133
534.668012	57.541	10.2299
535.034223	57.539	10.3455
535.400434	57.538	10.4598
535.766645	57.536	10.5730
536.132856	57.535	10.6851
536.499067	57.535	10.7960
536.865278	57.535	10.9056
537.231489	57.535	11.0139
537.597700	57.535	11.1210
537.963911	57.536	11.2267
538.330122	57.538	11.3312
538.696333	57.539	11.4342
539.062544	57.541	11.5358
539.428755	57.543	11.6361
539.794966	57.546	11.7349
540.161177	57.549	11.8323
540.527388	57.552	11.9282
540.893599	57.556	12.0226
541.259809	57.560	12.1156
541.626020	57.564	12.2069
541.992231	57.569	12.2969
542.358442	57.573	12.3851
542.724653	57.578	12.4719
543.090864	57.584	12.5571
543.457075	57.589	12.6406
543.823286	57.595	12.7227
544.189497	57.602	12.8030
544.555708	57.608	12.8816
544.921919	57.615	12.9586
545.288130	57.621	13.0339
545.654341	57.629	13.1075
546.020552	57.636	13.1796
546.386763	57.643	13.2498
546.752974	57.651	13.3182
547.119185	57.659	13.3849
547.485396	57.667	13.4500
547.851607	57.676	13.5131
548.217818	57.684	13.5746
548.584029	57.693	13.6342
548.950240	57.702	13.6919
549.316451	57.711	13.7479
549.682662	57.720	13.8020
550.048873	57.729	13.8544
550.415084	57.739	13.9048
550.781295	57.748	13.9534
551.147506	57.758	14.0000
551.513717	57.768	14.0448
551.879928	57.778	14.0876
552.246139	57.788	14.1287
552.612349	57.798	14.1677
552.978560	57.808	14.2048
553.344771	57.819	14.2400
553.710982	57.829	14.2733
554.077193	57.839	14.3046
554.443404	57.850	14.3339
554.809615	57.860	14.3613
555.175826	57.871	14.3867
555.542037	57.882	14.4102
555.908248	57.892	14.4316
556.274459	57.903	14.4512
556.640670	57.913	14.4688
557.006881	57.924	14.4843
557.373092	57.935	14.4979
557.739303	57.945	14.5095
558.105514	57.956	14.5193
558.471725	57.966	14.5271
558.837936	57.977	14.5328
559.204147	57.987	14.5367
559.570358	57.997	14.5388
559.936569	58.008	14.5389
560.302780	58.018	14.5371
560.668991	58.028	14.5334
561.035202	58.038	14.5280
561.401413	58.048	14.5205
561.767624	58.058	14.5115
562.133835	58.068	14.5005
562.500046	58.077	14.4878
562.866257	58.087	14.4734
563.232468	58.096	14.4573
563.598678	58.105	14.4395
563.964889	58.114	14.4199
564.331100	58.123	14.3989
564.697311	58.132	14.3763
565.063522	58.140	14.3522
565.429733	58.149	14.3265
565.795944	58.157	14.2994
566.162155	58.165	14.2710
566.528366	58.173	14.2411
566.894577	58.180	14.2100
567.260788	58.188	14.1776
567.626999	58.195	14.1439
567.993210	58.202	14.1091
568.359421	58.208	14.0732
568.725632	58.215	14.0363
569.091843	58.221	13.9983
569.458054	58.228	13.9594
569.824265	58.233	13.9196
570.190476	58.239	13.8789
570.556687	58.244	13.8374
570.922898	58.250	13.7953
571.289109	58.255	13.7524
571.655320	58.259	13.7090
572.021531	58.264	13.6650
572.387742	58.268	13.6206
572.753953	58.272	13.5757
573.120164	58.276	13.5305
573.486375	58.279	13.4850
573.852586	58.283	13.4392
574.218797	58.286	13.3932
574.585008	58.288	13.3472
574.951218	58.291	13.3009
575.317429	58.293	13.2548
575.683640	58.295	13.2087
576.049851	58.297	13.1627
576.416062	58.299	13.1169
576.782273	58.300	13.0713
577.148484	58.301	13.0260
577.514695	58.302	12.9811
577.880906	58.303	12.9365
578.247117	58.303	12.8923
578.613328	58.303	12.8486
578.979539	58.303	12.8055
579.345750	58.303	12.7631
579.711961	58.303	12.7211
580.078172	58.302	12.6799
580.444383	58.301	12.6394
580.810594	58.300	12.5996
581.176805	58.299	12.5607
581.543016	58.298	12.5226
581.909227	58.296	12.4855
582.275438	58.294	12.4491
582.641649	58.292	12.4138
583.007860	58.290	12.3794
583.374071	58.288	12.3461
583.740282	58.286	12.3138
584.106493	58.283	12.2826
584.472704	58.280	12.2524
584.838915	58.277	12.2234
585.205126	58.274	12.1956
585.571337	58.271	12.1688
585.937548	58.268	12.1433
586.303758	58.264	12.1190
586.669969	58.260	12.0959
587.036180	58.257	12.0741
587.402391	58.253	12.0535
587.768602	58.249	12.0342
588.134813	58.245	12.0161
588.501024	58.240	11.9994
588.867235	58.236	11.9839
589.233446	58.232	11.9696
589.599657	58.227	11.9568
589.965868	58.223	11.9452
590.332079	58.218	11.9349
590.698290	58.213	11.9260
591.064501	58.208	11.9185
591.430712	58.203	11.9121
591.796923	58.198	11.9071
592.163134	58.193	11.9034
592.529345	58.188	11.9011
592.895556	58.183	11.9001
593.261767	58.177	11.9004
593.627978	58.172	11.9020
593.994189	58.166	11.9049
594.360400	58.161	11.9092
594.726611	58.155	11.9147
595.092822	58.150	11.9215
595.459033	58.144	11.9297
595.825244	58.138	11.9391
596.191455	58.132	11.9497
596.557666	58.127	11.9618
596.923877	58.121	11.9750
597.290087	58.115	11.9895
597.656298	58.109	12.0054
598.022509	58.103	12.0225
598.388720	58.097	12.0408
598.754931	58.091	12.0603
599.121142	58.085	12.0812
599.487353	58.079	12.1033
599.853564	58.073	12.1267
600.219775	58.067	12.1512
600.585986	58.060	12.1771
600.952197	58.054	12.2042
601.318408	58.048	12.2327
601.684619	58.042	12.2622
602.050830	58.035	12.2931
602.417041	58.029	12.3252
602.783252	58.023	12.3585
603.149463	58.017	12.3931
603.515674	58.010	12.4290
603.881885	58.004	12.4661
604.248096	57.998	12.5044
604.614307	57.991	12.5439
604.980518	57.985	12.5848
605.346729	57.979	12.6268
605.712940	57.972	12.6702
606.079151	57.966	12.7148
606.445362	57.960	12.7606
606.811573	57.954	12.8077
607.177784	57.947	12.8561
607.543995	57.941	12.9056
607.910206	57.935	12.9565
608.276417	57.929	13.0085
608.642627	57.922	13.0619
609.008838	57.916	13.1165
609.375049	57.910	13.1722
609.741260	57.904	13.2292
610.107471	57.898	13.2876
610.473682	57.892	13.3470
610.839893	57.886	13.4077
611.206104	57.881	13.4696
